note_id,last modification time,tags,Front,Back,Sound,Image,Notes,Part of Speech,Acceptions,Synonymous,Synonymous_sound,Morphemes,Tense,Example Sentence Tibetan,Example Sentence English,Example Sentence Sound,Shesa,Shesa_sound,Sanskrit,Spelling Out,Phrase?
1699444302186,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,བདག་མེད་པ་,"Selflessness, no-self",[sound:L23 vocab_E-11.mp3],"""<img src=""""self-no-self3.png"""">""","<div>84000 Glossary-Definitions:<br></div><div><br></div><div>The view that there is no self existing independent of the five psycho-physical aggregates. Also translated here as “selflessness” and “absence of self.”</div><div>-</div><div></div><div>This describes actual reality, as finally there is no enduring person himself or thing itself, since persons and things exist only in the relative, conventional, or superficial sense, and not in any ultimate or absolute sense. To understand Buddhist teaching correctly, we must be clear about the two senses (conventional/ultimate, or relative/absolute), since mistaking denial of ultimate self as denial of conventional self leads to nihilism, and mistaking affirmation of conventional self as affirmation of ultimate self leads to absolutism. Nihilism and absolutism effectively prevent us from realizing our enlightenment, hence are to be avoided.</div>",n,"absence of self; non-self; without a self; without self. identitylessness, egolessness, selflessness",,,བདག་མེད་ = selflessness; བདག་ as in: བདག་འཛིན་ = grasping to a self;,,བདག་མེད་པའི་ལྟ་བ་དེ་ནང་པའི་ཐུན་མོང་མ་ཡིན་པའི་ལྟ་བ་ཅིག་རེད།,No-self is a unique Buddhist worldview.,[sound:L23 vocab_E-12.mp3],,,,,
1699444509236,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,རྟོགས་པ་,To realize,[sound:L23 vocab_E-13.mp3],"""<img alt=""""How to Realize Your True Potential (with Pictures) - wikiHow"""" src=""""v4-460px-Realize-Your-True-Potential-Step-8-Version-3.jpg.webp"""">""","""<div>Berzin Defi­nitions:<br></div><div><br></div><div>A stable, correct understanding of some point in the Dharma, such as voidness, which brings about a lasting attainment and change in the person who has it. Compare: """"attainment"""".</div><div>-</div><div></div><div>In mahamudra meditation, the state of mind in which the meditator has nonconceptual bare cognition of there being no dualism of meditator and meditation.</div><div>-</div><div></div><div>To cognitively take an object of cognition both correctly and decisively.</div>""",v,,,,"རྟོགས་པ་ = to realize, as in: སྤང་རྟོགས་ཀྱི་ཡོན་ཏན་ = the qualities of renunciation and realization",རྟོགས། རྟོགས། རྟོགས། རྟོགས།,སྟོང་པ་ཉིད་རྟོགས་ཡག་ལས་སླ་པོ་ཁྱོན་ནས་ཡོད་མ་རེད།,Realising emptiness is not in the least easy.,[sound:L23 vocab_E-14.mp3],,,,,
1699444635008,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,གསལ་སྟོང་ཟུང་འཇུག་,The union of clarity and emptiness,[sound:L23 vocab_E-15.mp3],"""<img alt=""""This Is My Mind, Luminous and Empty - Lions Roar"""" src=""""Luminous-and-Empty.png"""">""",,n,Unified cognizance and emptiness,,,"གསལ་ = གསལ་པོ་ = clear, as in: དམིགས་བསལ་ = especially; སྟོང་ = empty, as in: སྟོང་པ་ཉིད་ = emptiness; ཟུང་འཇུག་ = union, unity; ཟུང་ = pair, side; འཇུག་པ་ = to enter, engage, as in: རྟགས་ཀྱི་འཇུག་པ་ = Application of Genders, སྤྱོད་འཇུག་ = Bodhisattvacharavatara;",,གསལ་སྟོང་ཟུང་འཇུག་ཟེར་ཡག་དེ་སྔགས་ལུགས་ཀྱི་ཉམས་ལེན་ཅིག་རེད། འོད་གསལ་དང་སྟོང་པ་ཉིད་ཟུང་དུ་འབྲེལ་ནས་ཉམས་སུ་ལེན་པ་ལ་ཟེར་གྱི་ཡོད་རེད།,The union of clarity and emptiness is a practice belonging to the Tantras. It refers to the practice of unifying clear light and emptiness.,[sound:L23 vocab_E-16.mp3],,,,,
1699445295279,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,ལེགས་པར་རྣམ་པར་ཕྱེ་བའི་ཆོས་འཁོར་,the wheel of Dharma of correct/thorough&nbsp;discrimination,,"""<img alt=""""Vaishali Buddhist Pilgrimage- Tourist Attractions in Vaishali, Bihar"""" src=""""https://www.tourmyindia.com/images/vaishali-bihar.jpg"""">""",,n,The third [set of] teachings,ལེགས་ཕྱེ་ཆོས་འཁོར་,,"ལེགས་ = good, excellent, as in: བཀྲ་ཤིས་བདེ་ལེགས་ = 'hello!'; རྣམ་པ་ = parts, aspects; ཕྱེ་བ་ = to discern, to distinguish, as in: དབྱེ་བ་ཕྱེ་བ་ = to differentiate; ཆོས་ = Dharma, as in: ཆོས་ལུགས་ = religious tradition; འཁོར་ = wheel, as in: དུས་འཁོར་དབང་ཆེན་ = Kalachakra initiation",,སངས་རྒྱས་ཀྱིས་ཆོས་ཀྱི་འཁོར་ལོ་རིམ་པ་གསུམ་གསུང་པའི་དང་པོ་བཀའ་དང་པོ་བདེན་བཞིའི་ཆོས་འཁོར། གཉིས་པ་བཀའ་བར་པ་མཚན་ཉིད་མེད་པའི་ཆོས་འཁོར། གསུམ་པ་བཀའ་མཐའ་མ་ལེགས་ཕྱེའི་ཆོས་འཁོར་གསུམ་པོ་་དེ་རེད།,"The three consecutive turnings of the Wheel of Dharma by the Buddha are as follows: the first is Wheel of Dharma of Four Noble Truths, the second is the Wheel of Dharma of the Absence of Characteristics and the last one is the Wheel of Dharma of Excellent Discrimination.",[sound:L22 Nouns_D-06.mp3],,,,,
1699445408284,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,མཚན་ཉིད་མེད་པའི་ཆོས་འཁོར་,[the turning of] the wheel of Dharma [which taught] the absence of characteristics,,"""<img alt=""""Gijjhakuta – Vultures Peak | ALL I NEED IS MY PASSPORT"""" src=""""DSC_0836.jpg"""">""",The second [set of] teachings,n,,,,"ལེགས་ = good, excellent, as in: བཀྲ་ཤིས་བདེ་ལེགས་ = 'hello!'; རྣམ་པ་ = parts, aspects; ཕྱེ་བ་ = to discern, to distinguish, as in: དབྱེ་བ་ཕྱེ་བ་ = to differentiate; ཆོས་ = Dharma, as in: ཆོས་ལུགས་ = religious tradition; འཁོར་ = wheel, as in: དུས་འཁོར་དབང་ཆེན་ = Kalachakra initiation",,སངས་རྒྱས་ཀྱིས་ཆོས་ཀྱི་འཁོར་ལོ་རིམ་པ་གསུམ་གསུང་པའི་དང་པོ་བཀའ་དང་པོ་བདེན་བཞིའི་ཆོས་འཁོར། གཉིས་པ་བཀའ་བར་པ་མཚན་ཉིད་མེད་པའི་ཆོས་འཁོར། གསུམ་པ་བཀའ་མཐའ་མ་ལེགས་ཕྱེའི་ཆོས་འཁོར་གསུམ་པོ་་དེ་རེད།,"The three consecutive turnings of the Wheel of Dharma by the Buddha are as follows: the first is Wheel of Dharma of Four Noble Truths, the second is the Wheel of Dharma of the Absence of Characteristics and the last one is the Wheel of Dharma of Excellent Discrimination.",[sound:L22 Nouns_D-06.mp3],,,,,
1699445532088,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,འཕགས་པའི་བདེན་པ་བཞི་,The Four Noble Truths,,"""<img alt=""""The Four Noble Truths"""" src=""""4-Noble-Truths-1024x724.jpg"""">""",lit. the Four Truthts of the Aryas,n,,,,"འཕགས་པ་ = Noble One, as in: རྒྱ་གར་འཕགས་པའི་ཡུལ་ = the noble land of India; འི་ = འབྲེལ་སྒྲ; བདེན་པ་ = truth, as in: དྲང་བདེན་ = honesty, sincerity; བཞི་ = four, as in: ནམ་དུས་བཞི་ = the four seasons",,,,,,,,,
1699445633643,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,མདོ་སྡེ་དགོངས་པ་ངེས་འགྲེལ་,"Saṃdhinirmocana&nbsp;sūtra, The Sutra Unraveling the Intent",,"""<img src=""""200px-MET_DP310516.jpeg"""">""","""<b>Wikipedia:</b><br>The&nbsp;Ārya-saṃdhi-nirmocana-sūtra&nbsp;(Sanskrit) or&nbsp;Noble Sūtra of the Explanation of the Profound Secrets&nbsp;is a&nbsp;Mahāyāna&nbsp;Buddhist text&nbsp;and the most important&nbsp;sutra&nbsp;of the&nbsp;Yogācāra&nbsp;school.&nbsp;It contains explanations of key Yogācāra concepts such as the basal-consciousness (ālayavijñāna), the doctrine of appearance-only (vijñaptimātra) and the """"three own natures"""" (trisvabhāva).&nbsp;Étienne Lamotte&nbsp;considered this sutra """"the link between the&nbsp;Prajñāpāramitā&nbsp;literature and the Yogācāra Vijñānavāda school"""".""",n,<div>The Sutra that Unravels the Intent</div>,,,"མདོ་སྡེ་ = sutra; དགོངས་པ་ (H) = བསམ་པ་ = thought, intent, as in: དགོངས་ཚུལ་ (H) = opinion; ངེས་ = certainty, as in: ངེས་ཤེས་སྒྲོན་མེ་ =The Beacon of Certainty (by Mipham Rinpoche); འགྲེལ་ = to explain, as in: འགྲེལ་བཤད་རྒྱག་པ་ = to explain, elucidate",,,,,,,,,
1699445726628,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,ཡངས་པ་ཅན་,Vaishali,,"""<a href=""""https://www.google.com/imgres?imgurl=https%3A%2F%2Fdynamic-media-cdn.tripadvisor.com%2Fmedia%2Fphoto-o%2F0e%2Fb2%2F07%2F89%2Fananda-stupa-with-ashoka.jpg%3Fw%3D700%26h%3D500%26s%3D1&amp;tbnid=Zhw826gdWo2pVM&amp;vet=12ahUKEwjpqbbTsPSCAxWcb2wGHVpVDewQMygDegQIARB0..i&amp;imgrefurl=https%3A%2F%2Fwww.tripadvisor.in%2FTourism-g776434-Vaishali_Vaishali_District_Bihar-Vacations.html&amp;docid=25Ce9vvuhmc57M&amp;w=700&amp;h=500&amp;q=Vaishali&amp;client=firefox-b-d&amp;ved=2ahUKEwjpqbbTsPSCAxWcb2wGHVpVDewQMygDegQIARB0""""><div><img alt=""""Vaishali Tourism (2023): Best of Vaishali, India - Tripadvisor"""" src=""""paste-4a9eea948c02510755d12ad06e2f25a01b9405e9.jpg""""></div><div></div></a>""","The city of vaiṡālī in the vicinity of Patna where Buddha ṡākyamuni turned the Third Wheel of Doctrine; the doctnne of good distinction between the three divisions of phenomena—imputed, dependent and thoroughly established (reality). Also: a chapel in Ganden monastery.",n,,,,"ཡངས་པ་ = wide, spacious; ཅན་ = having, as in: སེམས་ཅན་ = animal",,,,,,,vaiṡālī,,
1699445822718,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,རི་བོ་མ་ལ་ཡ་,Mount Malaya (Sri Lanka),,"""<img src=""""Mount+Malaya+image.jpeg""""><img alt=""""shutterstock_256117486.jpg"""" src=""""shutterstock_256117486.jpg"""">""","<b>Nekhor:</b><br>For followers of the Vajrayana, this incredibly sacred site, known as Mount Malaya, marks the origin of the tantras and site of the demon Rudra’s liberation at the hands of Guru Padmasambhava in the guise of Hayagriva many eons ago.",n,,,,"རི་བོ་ = mountain, as in: གངས་རི་ = snow mountain; མ་ལ་ཡ་ = Malaya",,,,,,,,,
1700132000879,1702725556,Lesson24 LRZTP LRZTP_24 LRZTP_Module_3,ལག་ལེན་སྟར་བ་,To put into practice,[sound:L24 Vocabulary_C-03.mp3],"""<a href=""""https://www.google.com/imgres?imgurl=https%3A%2F%2Fwww.dictionary.com%2Fe%2Fwp-content%2Fuploads%2F2017%2F04%2F1000x700-practice.jpg&amp;tbnid=WM0UvmBH4M_N-M&amp;vet=12ahUKEwiw14So_IeDAxUPZWwGHaf-ADkQMygfegUIARC3AQ..i&amp;imgrefurl=https%3A%2F%2Fwww.dictionary.com%2Fe%2Fpractice-vs-practise%2F&amp;docid=tqK0rwJpspGz9M&amp;w=1000&amp;h=700&amp;q=practice&amp;client=firefox-b-d&amp;ved=2ahUKEwiw14So_IeDAxUPZWwGHaf-ADkQMygfegUIARC3AQ""""><div><img alt=""""Practice vs. Practise: What's The Difference? - Dictionary.com"""" src=""""images.jpg""""></div><div></div></a>""",རང་གིས་ཆོས་ལག་ལེན་བསྟར་བ་འདི་ལ་ནད་གསོ་བ་ལྟ་བུའི་འདུ་ཤེས། the perception of practicing the Dharma as the process of recovery from the illness,v,,,,"ལག་པ་ = hand; ལེན་པ་ = to take, as in: ཁས་ལེན་པ་ = to accept",སྟར་བ་/བསྟར་བ་/བསྟར་བ་/སྟོར་,བོད་པའི་གཏམ་དཔེ་ལ། ཁ་བཤད་ཆུ་ཡི་ལྦུ་བ་ཡིན། ལག་ལེན་གསེར་གྱི་ཐིག་པ་ཡིན། ཟེར་བ་ནང་བཞིན་རེད། ང་ཚོས་ག་རེ་ཡིན་ནའི་ཁ་ནས་བཤད་དུས་ལས་སླ་པོ་ཡོད་རེད། ཡིན་ནའི་ལག་ལེན་སྟར་དུས་དཀའ་ལས་ཁག་པོ་ཡོད་རེད།,"A Tibetan proverb says, talk is like bubbles, practice is like a drop of gold.",[sound:L24 Vocabulary_C-04.mp3],,,,,
1700132193166,1702725556,Lesson24 LRZTP LRZTP_24 LRZTP_Module_3,ཕྱིའི་ལུས་ཀྱི་ན་ཚ་,Bodily sickness,[sound:L24 Vocabulary_C-05.mp3],"""<img alt=""""Physical and mental Illness management - 15 excellent ways"""" src=""""images-27f79b3b3a52a08f3f735d1dc0edf40734df48c7.jpg"""">""","ཕྱིའི་ལུས་ཀྱི་ན་ཚ་དང་ནད་པ། sickness, disease of the outer body, sick person, patient",n,,,,"ཕྱི་ = outward, outer, outside, as in: ཕྱི་རྒྱལ་ = abroad, foreign country, ཕྱི་ལོགས་ = outside; འི་ = འབྲེལ་སྒྲ་; ལུས་ = body, as in: ལུས་རྩལ་ = physical exercise, འཇའ་ལུས་ = rainbow body; ན་ཚ་ = disease, as in: ན་ཚ་འཕོག་པ་ = to be struck by a disease; དང་ = དང་སྒྲ་",,ང་རང་ཚོའི་ཕྱིའི་ལུས་ཀྱི་ན་ཚ་བཅོས་ལས་སླ་པོ་ཡོད་རེད་དེའི་ཡིན་ནང་ནང་སེམས་ཀྱི་ན་ཚ་བཅོས་ཁག་པོ་རེད་པ། ,"While it is easy to heal physical ailments, mental ailments are difficult to heal.",[sound:L24 Vocabulary_C-06.mp3],,,,,
1700132346178,1702725556,Lesson24 LRZTP LRZTP_24 LRZTP_Module_3,མ་ཞི་བར་བྱེད་པ་,To cause disquiet,[sound:L24 Vocabulary_C-07.mp3],"""<img alt=""""Noise Complaint: Barking Dogs - The New York Times"""" src=""""paste-d399a03a5fa874b9fee10e745187975a1202ecdf.jpg"""">""","མ་ཞི་བར་བྱེད་མཁན་གྱི་ཉོན་མོངས་པ། the disturbing emotions which cause the mind to be agitated, not in a state of peace",v,To disturb,,,"ཞི་བ་ = peace, as in: ཞི་བདེ་ = peace and well-being",,མ་ཞི་བར་བྱེད་པ་ཟེར་དུས་སེམས་ཞི་བདེ་མེད་པ་བྱེད་པའམ་ཡང་ན་མེད་པར་བཟོ་བ་ཟེར་གྱི་ཡོད་རེད། དཔེར་ན་ང་རང་ཚོ་ཁོང་ཁྲོ་ཟ་དུས་དེས་ང་ཚོའི་སེམས་མ་ཞི་བར་བྱེད་པའམ་ཞི་བདེ་མེད་པར་བཟོ་བ་ནང་བཞིན་རེད།,"To disturb/cause disquiet refers to creating the absence of mental peace or to disrupting it. For example, just like when one gets angry, one’s mind is disrupted and destroys any mental peace.",[sound:L24 Vocabulary_C-08.mp3],,,,,
1700132486841,1702725556,Lesson24 LRZTP LRZTP_24 LRZTP_Module_3,འདོད་ཆགས་,"Attachment, desire",[sound:L24 Vocabulary_C-09.mp3],"""<img alt=""""Gender Desire vs. Gender Identity | by Amanda Roman | Medium"""" src=""""paste-6bcbed451a5e5d3d9baa964f4518cc147278f261.jpg"""">""",འདོད་ཆགས་ཞེ་སྡང་གཏི་མུག attachment/desire; anger/aversion; ignorance/stupidity,n,desire,,,"འདོད་ཆགས་ = attachment/desire as in: འདོད་པ་ = to wish, to want, འདོད་རྒྱལ་ = king of one's wishes (a Tibetan word category); ཆགས་པ་ = to become",,དངོས་པོ་སྙིང་རྗེ་མོ་ག་འདྲས་ཅིག་མཐོང་པ་ཡིན་ན་སེམས་དེ་ལ་ཆགས་སོང་ན། ཨ་ནི་འདོད་ཆགས་སྐྱེ་བ་ཟེར་གྱི་ཡོད་རེད། ཆགས་པ་སྐྱེ་བ་ཡང་ཟེར་གྱི་ཡོད་རེད། དེ་དུག་གསུམ་གྱི་ནང་ནས་གཅིག་རེད།,"If one sees some kind of attractive object and the mind gets attached to/infatuated with/craves for it, this is what is meant by desire/attachment. It is also called the arising/generation of attachment. It is one of the three poisons.",[sound:L24 Vocabulary_C-10.mp3],,,,,
1700132653184,1702725556,Lesson24 LRZTP LRZTP_24 LRZTP_Module_3,ཞེ་སྡང་,"Anger, aversion",[sound:L24 Vocabulary_C-11.mp3],"""<img alt=""""Voice of Experience: Three pieces of anger - Counseling Today"""" src=""""Anger_management.jpg"""">""",འདོད་ཆགས་ཞེ་སྡང་གཏི་མུག attachment/desire; anger/aversion; ignorance/stupidity,n,,,,"ཞེ་སྡང་ = anger/aversion, ཞེ་ = inclination of the mind, སྡང་ = hate, hostility",,སྤྱོད་འཇུག་ནང་ལ་འདི་འདྲས་ཅིག་གསུང་ཡོད་རེད། ཞེ་སྡང་ལྟ་བུའི་སྡིག་པ་མེད། བཟོད་པ་ལྟ་བུའི་དཀའ་ཐུབ་མེད། ཟེར་གསུང་ཡོད་རེད། བྱས་ཙང་ཞེ་སྡང་བསྐྱེད་པ་ཡིན་ན་སྡིག་པ་ཆེན་པོ་ཞེ་དྲགས་ཡོད་ས་རེད། ,"In the Bodhisattvacharyavattara it says: There is no evil like hatred, And no fortitude like patience Therefore, there is no greater negativity than that of hatred.",[sound:L24 Vocabulary_C-12.mp3],,,,,
1700132826101,1702725556,Lesson24 LRZTP LRZTP_24 LRZTP_Module_3,གཏི་མུག་,"ignorance, delusion, darkness",[sound:L24 Vocabulary_C-13.mp3],"""<img alt=""""19,900+ Ignorance Illustrations, Royalty-Free Vector Graphics &amp; Clip Art -  iStock | Ignorance icon, Ignorance concept, Deliberate ignorance"""" src=""""images-4c0e7848429101aef732ed5a213d4103036dc458.jpg"""">""",,n,,,,གཏི་མུག = ignorance/stupidity; མུག = pollution,,ནམ་རྒྱུན་གཏི་མུག་དང་མི་ཤེས་པ་རྨོངས་པ་མ་རིག་པ་དེ་ཚོ་དོན་གཅིག་བཞག་གི་ཡོད་རེད། ,"As for ignorance, it is a mind that does not know. Usually ignorance/delusion, not knowing, confusion, nescience/non-awareness (ignorance) are posited as meaning the same thing.",[sound:L24 Vocabulary_C-14.mp3],,,,,
1700132848812,1702725556,Lesson24 LRZTP LRZTP_24 LRZTP_Module_3,ནང་པའི་གཞུང་,Buddhist scriptures,[sound:L24 Vocabulary_A-01.mp3],"""<img alt=""""Understanding Buddhist Scriptures"""" src=""""mayanmar--scriptures-being-read-by-a-buddhist-monk-528367350-5c6f449a46e0fb000107627c.jpg"""">""",,n,Buddhist texts,,,"ནང་པ་ = Buddhist, those who look inside, as in: ནང་སྦྱོང་ = homework, པ་ = བདག་སྒྲ་, makes it into a person; འི་ = འབྲེལ་སྒྲ་; གཞུང་ = text, scripture, as in: རིག་གཞུང་ = culture",,ཁོང་གིས་ལོ་མང་པོའི་རིང་ལ་ནང་པའི་གཞུང་སྦྱངས་པ་རེད།,He/She studied Buddhist scriptures for many years.,[sound:L24 Vocabulary_A-02.mp3],,,,,
1700133208999,1702725556,Lesson24 LRZTP LRZTP_24 LRZTP_Module_3,འདུ་ཤེས་,"perception, discrimination (in the context of lo-rig)",[sound:L24 Vocabulary_A-09.mp3],,,n,discrimination. clear understanding; conception; conceptual notions;; identification; intellect; name; notions; perceptions,,,"འདུ་ཤེས་ = perception; འདུ་བ་ = to collect, assemble; ཤེས་པ་ = to know, to cognize, as in: ཡེ་ཤེས་ = primordial wisdom ཤེས་རབ་ = insight;",,རང་གི་རྩ་བའི་བླ་མ་ལ་སངས་རྒྱས་དངོས་ཀྱི་འདུག་ཤེས་བཞག་ཐུབ་ན་ཡག་པོ་རེད།,It is good if you are able to view your teacher as an actual Buddha.,[sound:L24 Vocabulary_A-10.mp3],,,saṃjñā,,
1700133341769,1702725556,Lesson24 LRZTP LRZTP_24 LRZTP_Module_3,བཀའ་ཆོས་ཞུ་བ་,To receive Dharma teachings (h),[sound:L24 Vocabulary_A-11.mp3],,,v,,<div>གསུང་ཆོས་ཞུ་བ་</div>,[sound:L24 Vocabulary_A-12.mp3],"བཀའ་ = speech (H), as in: བཀའ་དང་བསྟན་བཅོས་ = the word of the Buddha and the commentaries, བཀའ་མོལ་གནང་བ་ = to have a conversation (H); ཆོས་ = dharma, as in: ཧིན་དྷུའི་ཆོས་ལུགས་ = Hinduism; ཞུ་བ་ = to say, to take (h) as in: ཞབས་ཞུ་བ་ = waiter, attendant; སྨན་ཞབས་ = nurse;",,ངས་༧ རྒྱལ་བ་རིན་པོ་ཆེའི་རྩ་ནས་བཀའ་ཆོས་མང་པོ་ཞུས་ཚར་བ་ཡིན། ལོ་ལྟར་རེ་བཞིན་༧ གོང་ས་མཆོག་གིས་གཙུགས་ལག་ཁང་ལ་བཀའ་ཆོས་གནང་གི་ཡོད་རེད།,"I have received (attended) a lot of teachings from His Holiness. Every year, His Holiness gives teachings in the main temple.",[sound:L24 Vocabulary_A-13.mp3],,,,,
1700133504504,1702725556,Lesson24 LRZTP LRZTP_24 LRZTP_Module_3,བསྟན་བཅོས་,"Treatise, Commentary",[sound:L24 Vocabulary_A-14.mp3],"""<a href=""""https://www.google.com/url?sa=i&amp;url=https%3A%2F%2Fwww.amazon.in%2FIlluminating-Intent-Exposition-Candrakirtis-Entering%2Fdp%2F086171458X&amp;psig=AOvVaw1P2u553oyQN3R1ET0YGhHs&amp;ust=1701658592131000&amp;source=images&amp;cd=vfe&amp;opi=89978449&amp;ved=0CBIQjRxqFwoTCPjTpbGi8oIDFQAAAAAdAAAAABAE""""><img alt=""""Buy Illuminating the Intent: An Exposition of Candrakirti's Entering the  Middle Way (Library of Tibetan Classics) Book Online at Low Prices in India  | Illuminating the Intent: An Exposition of Candrakirti's Entering"""" src=""""713sl0nZA9L._AC_UF894,1000_QL80_.jpg""""></a>""",,n,,,,"བསྟན་པ་ = to show, to teach, as in: བསྟན་འཛིན་ = holder of the teaching; བཅོས་པ་ = to be fabricated, corrected, as in: སྨན་བཅོས་བྱེད་པ་ = to cure, treat a disease",,མགོན་པོ་ཀླུ་གྲུབ་དང་སློབ་དཔོན་ཟླ་བ་གྲགས་པ་ལ་སོགས་པ་ཁོང་རྣམ་ཚོས་བསྟན་བཅོས་མང་པོ་མཛད་གནང་བ་རེད།,"Nagarjuna, Chandrakirti and so forth have composed a lot of commentaries.",[sound:L24 Vocabulary_A-15.mp3],,,ṡastra,,
1700133639983,1702725556,Lesson24 LRZTP LRZTP_24 LRZTP_Module_3,གོང་དུ་ཞུས་པ་,"mentioned above, mentioned earlier",[sound:L24 Vocabulary_C-15.mp3],,,,,,,"གོང་ = above, as in: གོང་ས་མཆོག = His Holiness; དུ་ = ལ་དོན་; ཞུས་པ་ = to say, take (h), as in: ཞབས་ཞུ་བ་ = waiter, servant",,གོང་དུ་ཞུས་པ་ཟེར་ན་སྔོན་ལ་བཤད་པ་ཟེར་གྱི་ཡོད་རེད། དཔེར་ན་ངས་གོང་དུ་ཞུས་པ་ཚང་མ་བདེན་པ་ཡིན། ལྟ་བུ། ,"‘Mentioned above’ refers to what was previously mentioned. For example, everything I mentioned earlier is true.",[sound:L24 Vocabulary_C-16.mp3],,,,,
1700133658583,1702725556,Lesson24 LRZTP LRZTP_24 LRZTP_Module_3,དཔེ་དང་སྦྱར་བ་,illustrated by examples,[sound:L24 Vocabulary_A-16.mp3],,lit. joined with an example,,"giving examples, analogy",,,"དཔེ་ = example, as in: གཏམ་དཔེ་ = proverb; དང་ = དང་སྒྲ་; སྦྱར་བ་ = to join, as in: སྦྱོར་ལམ་ = the Path of Joining",,ངས་ཚིག་དེའི་དོན་དག་ཡག་པོ་ཅིག་མགོ་འཚོས་མ་སོང་། ཁྱེད་རང་གིས་ང་ལ་དེ་དཔེ་དང་སྦྱར་ནས་གསུང་དང་།,I didn’t quite catch the meaning of that word. Please illustrate this with an example for me.,[sound:L24 Vocabulary_A-17.mp3],,,,,
1700133869912,1702725556,Lesson24 LRZTP LRZTP_24 LRZTP_Module_3,ཡིད་གཏད་པ་,to focus on,[sound:L24 Vocabulary_A-18.mp3],,,v,"<div>to point to, to direct&nbsp;</div>",,,"ཡིད་ = mind, as in: ཡིད་ཆེས་ = trust; གཏད་པ་ = to direct, to focus, as in: གསར་གཏོད་མཛད་པ་ = to found, to establish;",གཏོད་པ་/གཏད་པ་/གཏད་པ་/གཏོད,ཡིད་གཏད་པ་ཟེར་ན་རིག་པ་བསྒྲིམས་པ། སེམས་དམིགས་པ་ལ་བཞག་པ་ཟེར་གྱི་ཡོད་རེད།  ཡང་ན་ཡིད་ཆེས་པ་ལ་ཟེར་གྱི་ཡོད་རེད། སྐབས་རེ་བློ་གཏད་པ་ཡང་ཟེར་གྱི་ཡོད་རེད།  དཔེར་ན། ཁོང་ངའི་བློ་གཏད་བཅོལ་(བ)ས་རེད། ལྟ་བུ།,"To direct the mind refers to focussing the mind. It means to set the mind on an object. Or it can also mean faith/conviction, which is sometimes called to rely on/have confidence in/to trust. For example, it is like (saying) he/she is trustworthy/reliable.",[sound:L24 Vocabulary_A-19.mp3],,,,,
1700133879672,1702725556,Lesson24 LRZTP LRZTP_24 LRZTP_Module_3,དྲན་པ་,to remember,[sound:L24 Vocabulary_B-10.mp3],"""<a href=""""https://www.google.com/imgres?imgurl=https%3A%2F%2Fplumvillage.org%2Fwp-content%2Fuploads%2F2019%2F03%2FThay-Leading-Walking-Meditation.png&amp;tbnid=1J_JtoqOQcHXZM&amp;vet=12ahUKEwjTuaOutsiCAxVa2zgGHZs2CFAQMygDegQIARBW..i&amp;imgrefurl=https%3A%2F%2Fplumvillage.org%2Farticles%2Fthich-nhat-hanhs-final-mindfulness-lesson-how-to-die-peacefully&amp;docid=0unYI3nwrzXdDM&amp;w=739&amp;h=557&amp;q=mindfulnness%20thich%20nhat%20hahn%20walking&amp;client=firefox-b-d&amp;ved=2ahUKEwjTuaOutsiCAxVa2zgGHZs2CFAQMygDegQIARBW""""><div><img alt=""""Thich Nhat Hanh's final mindfulness lesson: how to die peacefully | Plum  Village"""" src=""""paste-fb5a6b598cd15c3aab8126426e75ddbb6e21444c.jpg""""></div><div></div></a>""",,v,,,,"དྲན་པ་ = to remember, memory, mindfulness, as in: དྲན་གསོ་བྱེད་པ་ = to remind somebody",,ཁྱེད་རང་གི་སློབ་ཚན་སྦྱང་ཚར་བ་ཚང་མ་དྲན་གྱི་འདུག་གས། དེ་ཚོ་མ་བརྗེད་པ་བྱེད་ལ། <br><br> སྐབས་རེ་ངའི་དྲན་པ་འདི་སྐྱོ་བོ་ཞེ་བོ་ཅིག་འདུག  ལྡེ་མིག་དེ་ག་པར་བཞག་པ་ཡིན་མིན་དྲན་གྱི་མི་འདུག,"Do you remember everything you learnt during the lesson? Don’t forget it! <br><br> Sometimes, I really have poor memory – I can’t remember where I left my keys. ",[sound:L24 Vocabulary_B-11.mp3],,,,,
